event_id,scanner_id,event_type,barcode_gtin,item_id,item_description,lot_id,batch_number,location_id,quantity_delta,event_timestamp,case_id,operator_role,source_system
SCAN-20260708-000088,SCAN-STORE-01,transfer,05078498084124,INV-EQUI-JACKSON_SPINAL_SURGERY_TABLE,Jackson Spinal Surgery Table,LOT-EQUI-JACKSON_SPINAL_SURGERY_TABLE-01,B106933,LOC-STOCK-01,-3,2026-06-29T07:41:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000089,SCAN-IMPLANT-01,transfer,05044369957773,INV-DRAP-OPTAPE_X_1_USES_2_AROUND_THE_G,Optape x 1 (uses 2 around the glove on the ankle),LOT-DRAP-OPTAPE_X_1_USES_2_AROUND_THE_G-02,B919959,LOC-STOCK-05,1,2026-06-24T08:34:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000090,SCAN-IMPLANT-01,receipt_scan,05043842498182,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,LOT-SUTU-SUTURETAPE_1_3MM-03,B649435,LOC-STOCK-04,-1,2026-06-28T06:12:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000091,SCAN-T1-01,receipt_scan,05043842498182,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,LOT-SUTU-SUTURETAPE_1_3MM-01,B646240,LOC-STOCK-05,-1,2026-06-26T05:32:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000092,SCAN-T1-01,issue_to_case,05043102786814,INV-SUTU-NYLON_3_0,Nylon 3-0,LOT-SUTU-NYLON_3_0-03,B473321,LOC-STOCK-05,1,2026-06-24T10:58:00+00:00,CASE-241106,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000093,SCAN-T2-01,return_to_store,05074443135182,INV-CONS-GAUZE_SWABS_10X10,Gauze Swabs 10x10,LOT-CONS-GAUZE_SWABS_10X10-03,B544150,LOC-STOCK-04,-2,2026-06-26T10:05:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000094,SCAN-IMPLANT-01,issue_to_case,05067365766156,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade – Reciprocating,LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-02,B787237,LOC-STOCK-01,1,2026-07-02T11:13:00+00:00,CASE-242255,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000095,SCAN-IMPLANT-01,receipt_scan,05040164005242,INV-EQUI-STANDARD_DIATHERMY_MACHINE,Standard Diathermy Machine,LOT-EQUI-STANDARD_DIATHERMY_MACHINE-01,B380310,LOC-STOCK-03,-1,2026-06-29T20:38:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000096,SCAN-T2-01,return_to_store,05043102786814,INV-SUTU-NYLON_3_0,Nylon 3-0,LOT-SUTU-NYLON_3_0-01,B681489,LOC-STOCK-01,1,2026-06-27T07:35:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000097,SCAN-STORE-01,issue_to_case,05013237058957,INV-SUTU-PDS_II_1,PDS II 1,LOT-SUTU-PDS_II_1-02,B682316,LOC-STOCK-02,1,2026-06-26T05:17:00+00:00,CASE-249608,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000098,SCAN-T2-01,receipt_scan,05016878499121,INV-DRES-AQUACEL_SURGICAL,Aquacel Surgical,LOT-DRES-AQUACEL_SURGICAL-04,B436272,LOC-STOCK-02,-1,2026-06-25T06:28:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000099,SCAN-T2-01,issue_to_case,05060715969664,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-02,B956794,LOC-STOCK-04,-2,2026-07-03T10:06:00+00:00,CASE-241120,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000100,SCAN-IMPLANT-01,stock_count,05043634957885,INV-CONS-ESCHMARK_BANDAGE,Eschmark Bandage,LOT-CONS-ESCHMARK_BANDAGE-03,B769077,LOC-STOCK-04,-1,2026-06-30T11:10:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000101,SCAN-STORE-01,quarantine_scan,05084511544796,INV-SUTU-FIBERWIRE_5,FiberWire #5,LOT-SUTU-FIBERWIRE_5-01,B304206,LOC-STOCK-03,-1,2026-06-30T12:32:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000102,SCAN-T1-01,issue_to_case,05003791769367,INV-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE,Reinforced Adhesive Edge Drape (150x240cm),LOT-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE-01,B520274,LOC-STOCK-05,-1,2026-07-03T00:11:00+00:00,CASE-240060,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000103,SCAN-IMPLANT-01,stock_count,05083242102499,INV-CONS-SAW_BLADE_CONMED_X_1_REF_5071_,Saw Blade (Conmed) x 1 Ref#5071-201,LOT-CONS-SAW_BLADE_CONMED_X_1_REF_5071_-03,B101533,LOC-STOCK-03,-1,2026-07-03T03:36:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000104,SCAN-STORE-01,stock_count,05085054235733,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail,LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-02,B176806,LOC-STOCK-01,-3,2026-06-29T10:43:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000105,SCAN-T1-01,issue_to_case,05081561497840,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,LOT-DISP-STEINMANN_PIN_4_0MM-01,B215795,LOC-STOCK-01,2,2026-07-07T18:36:00+00:00,CASE-241208,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000106,SCAN-T2-01,transfer,05046578713315,INV-INST-SMALL_BONE_SET,Small Bone Set,LOT-INST-SMALL_BONE_SET-01,B756401,LOC-STOCK-02,2,2026-06-27T23:29:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000107,SCAN-STORE-01,transfer,05096907844736,INV-SUTU-TIGERWIRE_2,TigerWire #2,LOT-SUTU-TIGERWIRE_2-01,B648887,LOC-STOCK-04,1,2026-07-07T07:48:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000108,SCAN-T2-01,issue_to_case,05074989413435,INV-CONS-GAUZE_SWABS_5X5,Gauze Swabs 5x5,LOT-CONS-GAUZE_SWABS_5X5-02,B832614,LOC-STOCK-03,2,2026-07-04T00:50:00+00:00,CASE-245567,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000109,SCAN-T1-01,issue_to_case,05087603859770,INV-CONS-STERILE_GLOVES,Sterile Gloves,LOT-CONS-STERILE_GLOVES-02,B710610,LOC-STOCK-01,1,2026-07-02T01:02:00+00:00,CASE-241657,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000110,SCAN-T1-01,receipt_scan,05016878499121,INV-DRES-AQUACEL_SURGICAL,Aquacel Surgical,LOT-DRES-AQUACEL_SURGICAL-03,B100754,LOC-STOCK-04,2,2026-07-03T05:11:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000111,SCAN-STORE-01,issue_to_case,05079807935978,INV-IMPL-FEMORAL_STEM_COMPONENT,Femoral Stem Component,LOT-IMPL-FEMORAL_STEM_COMPONENT-02,B349136,LOC-STOCK-04,-2,2026-07-04T02:25:00+00:00,CASE-248633,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000112,SCAN-T1-01,return_to_store,05088355231243,INV-IMPL-COMPRESSION_SCREWS,Compression Screws,LOT-IMPL-COMPRESSION_SCREWS-01,B366641,LOC-STOCK-01,1,2026-07-04T17:08:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000113,SCAN-IMPLANT-01,issue_to_case,05074443135182,INV-CONS-GAUZE_SWABS_10X10,Gauze Swabs 10x10,LOT-CONS-GAUZE_SWABS_10X10-01,B483162,LOC-STOCK-04,-2,2026-06-29T11:37:00+00:00,CASE-245209,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000114,SCAN-T2-01,quarantine_scan,05060529751613,INV-IMPL-CPCS_STEM,CPCS Stem,LOT-IMPL-CPCS_STEM-01,B965401,LOC-STOCK-03,1,2026-06-24T15:15:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000115,SCAN-T2-01,issue_to_case,05067065405153,INV-SUTU-ETHIBOND_EXCEL_5,Ethibond Excel #5,LOT-SUTU-ETHIBOND_EXCEL_5-03,B496583,LOC-STOCK-02,2,2026-07-02T09:01:00+00:00,CASE-240872,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000116,SCAN-IMPLANT-01,return_to_store,05023869222196,INV-CONS-ULTRASOUND_GEL,Ultrasound Gel,LOT-CONS-ULTRASOUND_GEL-03,B290926,LOC-STOCK-01,1,2026-07-06T03:33:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000117,SCAN-T2-01,transfer,05039500479748,INV-DRES-ADAPTIC,Adaptic,LOT-DRES-ADAPTIC-04,B515035,LOC-STOCK-01,-1,2026-06-29T04:03:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000118,SCAN-IMPLANT-01,issue_to_case,05013750606853,INV-IMPL-SWIVELOCK_ANCHORS,SwiveLock Anchors,LOT-IMPL-SWIVELOCK_ANCHORS-03,B785672,LOC-STOCK-04,1,2026-06-30T16:15:00+00:00,CASE-246125,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000119,SCAN-IMPLANT-01,issue_to_case,05097499309728,INV-DRES-MEPITEL,Mepitel,LOT-DRES-MEPITEL-02,B475351,LOC-STOCK-05,-1,2026-07-01T21:28:00+00:00,CASE-249522,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000120,SCAN-T1-01,return_to_store,05096907844736,INV-SUTU-TIGERWIRE_2,TigerWire #2,LOT-SUTU-TIGERWIRE_2-04,B726003,LOC-STOCK-03,1,2026-07-03T00:07:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000121,SCAN-IMPLANT-01,return_to_store,05047700541199,INV-IMPL-FEMORAL_COMPONENT,Femoral Component,LOT-IMPL-FEMORAL_COMPONENT-03,B379947,LOC-STOCK-02,1,2026-07-01T00:54:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000122,SCAN-STORE-01,transfer,05045502296120,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,LOT-DISP-PULSE_LAVAGE_TIP-02,B337256,LOC-STOCK-02,2,2026-06-25T11:20:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000123,SCAN-STORE-01,stock_count,05098069901627,INV-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK,Universal Extremity Drape Pack,LOT-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK-01,B543588,LOC-STOCK-04,-1,2026-06-26T04:40:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000124,SCAN-IMPLANT-01,transfer,05001399049027,INV-CONS-SCALPEL_BLADE_15,Scalpel Blade #15,LOT-CONS-SCALPEL_BLADE_15-01,B720647,LOC-STOCK-01,-1,2026-06-30T08:18:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000125,SCAN-IMPLANT-01,issue_to_case,05047700541199,INV-IMPL-FEMORAL_COMPONENT,Femoral Component,LOT-IMPL-FEMORAL_COMPONENT-02,B399817,LOC-STOCK-05,2,2026-06-26T16:17:00+00:00,CASE-245194,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000126,SCAN-IMPLANT-01,receipt_scan,05045502296120,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,LOT-DISP-PULSE_LAVAGE_TIP-04,B454245,LOC-STOCK-05,1,2026-07-01T22:57:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000127,SCAN-T1-01,issue_to_case,05043303654145,INV-DRAP-APPROACH_DRAPE,Approach Drape,LOT-DRAP-APPROACH_DRAPE-02,B921609,LOC-STOCK-03,2,2026-06-26T13:59:00+00:00,CASE-248401,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000128,SCAN-STORE-01,receipt_scan,05056258815371,INV-SUTU-VICRYL_1,Vicryl 1,LOT-SUTU-VICRYL_1-01,B532961,LOC-STOCK-03,1,2026-07-05T18:16:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000129,SCAN-T2-01,issue_to_case,05056342160733,INV-DRAP-ANKLE_ARTHROSCOPY_DRAPE_PACK,Ankle Arthroscopy Drape Pack,LOT-DRAP-ANKLE_ARTHROSCOPY_DRAPE_PACK-03,B892313,LOC-STOCK-04,2,2026-07-03T12:37:00+00:00,CASE-245394,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000130,SCAN-STORE-01,stock_count,05028588424745,INV-DISP-DISPOSABLE_BURR_4_0MM,Disposable Burr 4.0mm,LOT-DISP-DISPOSABLE_BURR_4_0MM-03,B923002,LOC-STOCK-03,1,2026-06-24T06:08:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000131,SCAN-STORE-01,stock_count,05052404157473,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,LOT-DRES-STERI_STRIPS_12MM-02,B649855,LOC-STOCK-03,1,2026-07-01T04:27:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000132,SCAN-IMPLANT-01,stock_count,05069847896118,INV-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI,Disposable Saw Blade – Oscillating,LOT-DISP-DISPOSABLE_SAW_BLADE_OSCILLATI-01,B364239,LOC-STOCK-04,-1,2026-06-24T19:17:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000133,SCAN-T2-01,issue_to_case,05019283276483,INV-INST-DEPUY_SYNTHES_TFNA_INSTRUMENT_,DePuy Synthes TFNA Instrument Tray,LOT-INST-DEPUY_SYNTHES_TFNA_INSTRUMENT_-01,B366817,LOC-STOCK-04,-3,2026-06-28T22:55:00+00:00,CASE-243728,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000134,SCAN-IMPLANT-01,stock_count,05021993308330,INV-DRES-STERI_STRIPS_6MM,Steri-Strips 6mm,LOT-DRES-STERI_STRIPS_6MM-02,B604283,LOC-STOCK-02,1,2026-06-26T06:18:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000135,SCAN-IMPLANT-01,stock_count,05040345054156,INV-SUTU-FIBERTAPE_2MM,FiberTape 2mm,LOT-SUTU-FIBERTAPE_2MM-01,B533301,LOC-STOCK-02,2,2026-07-06T01:07:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000136,SCAN-IMPLANT-01,issue_to_case,05043634957885,INV-CONS-ESCHMARK_BANDAGE,Eschmark Bandage,LOT-CONS-ESCHMARK_BANDAGE-03,B769077,LOC-STOCK-04,1,2026-06-28T00:26:00+00:00,CASE-247372,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000137,SCAN-T2-01,issue_to_case,05046578713315,INV-INST-SMALL_BONE_SET,Small Bone Set,LOT-INST-SMALL_BONE_SET-01,B756401,LOC-STOCK-02,2,2026-07-07T18:43:00+00:00,CASE-248188,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000138,SCAN-IMPLANT-01,issue_to_case,05067365766156,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade – Reciprocating,LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-02,B787237,LOC-STOCK-01,-1,2026-06-28T19:43:00+00:00,CASE-248808,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000139,SCAN-T1-01,transfer,05040537735158,INV-DISP-DISPOSABLE_DRILL_BIT_4_5MM,Disposable Drill Bit 4.5mm,LOT-DISP-DISPOSABLE_DRILL_BIT_4_5MM-01,B515018,LOC-STOCK-01,1,2026-07-04T12:04:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000140,SCAN-IMPLANT-01,transfer,05084511544796,INV-SUTU-FIBERWIRE_5,FiberWire #5,LOT-SUTU-FIBERWIRE_5-02,B477214,LOC-STOCK-01,-1,2026-07-03T08:29:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000141,SCAN-T2-01,transfer,05098262045053,INV-EQUI-STRYKER_SYSTEM_8_POWER_TOOL_KI,Stryker System 8 Power Tool Kit,LOT-EQUI-STRYKER_SYSTEM_8_POWER_TOOL_KI-01,B186702,LOC-STOCK-02,-1,2026-07-05T12:41:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000142,SCAN-STORE-01,quarantine_scan,05075705964016,INV-SUTU-MONOCRYL_3_0,Monocryl 3-0,LOT-SUTU-MONOCRYL_3_0-01,B714549,LOC-STOCK-04,1,2026-07-04T02:23:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000143,SCAN-T1-01,transfer,05016878499121,INV-DRES-AQUACEL_SURGICAL,Aquacel Surgical,LOT-DRES-AQUACEL_SURGICAL-02,B268132,LOC-STOCK-05,-3,2026-06-24T06:29:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000144,SCAN-T1-01,issue_to_case,05001543039117,INV-INST-MICRO_DISCECTOMY_CURETTES_SET,Micro-discectomy Curettes Set,LOT-INST-MICRO_DISCECTOMY_CURETTES_SET-01,B628373,LOC-STOCK-02,-1,2026-07-01T13:00:00+00:00,CASE-243373,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000145,SCAN-T1-01,stock_count,05097439533942,INV-DISP-CEMENT_MIXING_CARTRIDGE,Cement Mixing Cartridge,LOT-DISP-CEMENT_MIXING_CARTRIDGE-01,B722886,LOC-STOCK-03,-1,2026-07-06T16:38:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000146,SCAN-STORE-01,receipt_scan,05027790104328,INV-IMPL-TIBIAL_BASEPLATE,Tibial Baseplate,LOT-IMPL-TIBIAL_BASEPLATE-02,B975427,LOC-STOCK-03,-3,2026-06-28T15:37:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000147,SCAN-T2-01,quarantine_scan,05092327193745,INV-CONS-BETADINE_PREP_SOLUTION,Betadine Prep Solution,LOT-CONS-BETADINE_PREP_SOLUTION-04,B613234,LOC-STOCK-04,-1,2026-06-28T11:30:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000148,SCAN-T2-01,receipt_scan,05031527420549,INV-DRES-WOOL_AND_CREPE,Wool and Crepe,LOT-DRES-WOOL_AND_CREPE-01,B499194,LOC-STOCK-02,1,2026-07-03T07:41:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000149,SCAN-IMPLANT-01,stock_count,05096816453521,INV-IMPL-CERAMIC_HEAD_COMPONENT,Ceramic Head Component,LOT-IMPL-CERAMIC_HEAD_COMPONENT-01,B647341,LOC-STOCK-05,1,2026-06-24T06:18:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000150,SCAN-IMPLANT-01,transfer,05012368516048,INV-DISP-DISPOSABLE_CANNULA_SET,Disposable Cannula Set,LOT-DISP-DISPOSABLE_CANNULA_SET-03,B700534,LOC-STOCK-04,2,2026-07-03T09:51:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000151,SCAN-IMPLANT-01,issue_to_case,05070805310033,INV-CONS-ARTHROSCOPY_FLUID_3L,Arthroscopy Fluid 3L,LOT-CONS-ARTHROSCOPY_FLUID_3L-01,B635618,LOC-STOCK-05,-1,2026-07-02T09:12:00+00:00,CASE-248615,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000152,SCAN-IMPLANT-01,return_to_store,05075705964016,INV-SUTU-MONOCRYL_3_0,Monocryl 3-0,LOT-SUTU-MONOCRYL_3_0-01,B714549,LOC-STOCK-04,-1,2026-06-24T21:22:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000153,SCAN-IMPLANT-01,receipt_scan,05004991547887,INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,LOT-DRES-TUBIGRIP_SIZE_C-02,B494900,LOC-STOCK-01,2,2026-07-01T05:34:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000154,SCAN-T2-01,stock_count,05051778528922,INV-SUTU-PROLENE_3_0,Prolene 3-0,LOT-SUTU-PROLENE_3_0-01,B918213,LOC-STOCK-02,-1,2026-07-02T07:57:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000155,SCAN-IMPLANT-01,stock_count,05018242253584,INV-SUTU-PROLENE_4_0,Prolene 4-0,LOT-SUTU-PROLENE_4_0-02,B784733,LOC-STOCK-03,-1,2026-07-03T19:49:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000156,SCAN-T1-01,receipt_scan,05075705964016,INV-SUTU-MONOCRYL_3_0,Monocryl 3-0,LOT-SUTU-MONOCRYL_3_0-01,B714549,LOC-STOCK-04,1,2026-07-04T09:45:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000157,SCAN-T1-01,transfer,05029959001094,INV-SUTU-TI_CRON_2,Ti-Cron #2,LOT-SUTU-TI_CRON_2-01,B136862,LOC-STOCK-01,-2,2026-07-03T01:21:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000158,SCAN-T1-01,quarantine_scan,05090034324451,INV-DISP-SURGICAL_PATTIES,Surgical Patties,LOT-DISP-SURGICAL_PATTIES-03,B208751,LOC-STOCK-02,2,2026-07-06T06:13:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000159,SCAN-STORE-01,stock_count,05013750606853,INV-IMPL-SWIVELOCK_ANCHORS,SwiveLock Anchors,LOT-IMPL-SWIVELOCK_ANCHORS-01,B966589,LOC-STOCK-03,-1,2026-06-27T17:44:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000160,SCAN-T1-01,issue_to_case,05077378263982,INV-CONS-SUCTION_TUBING,Suction Tubing,LOT-CONS-SUCTION_TUBING-01,B602300,LOC-STOCK-05,-1,2026-07-07T09:25:00+00:00,CASE-241199,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000161,SCAN-IMPLANT-01,stock_count,05097499309728,INV-DRES-MEPITEL,Mepitel,LOT-DRES-MEPITEL-02,B475351,LOC-STOCK-05,-1,2026-06-30T04:20:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000162,SCAN-IMPLANT-01,return_to_store,05081561497840,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,LOT-DISP-STEINMANN_PIN_4_0MM-01,B215795,LOC-STOCK-01,1,2026-07-07T18:09:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000163,SCAN-T2-01,stock_count,05077434873471,INV-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC,Shoulder Arthroscopy Drape Pack,LOT-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC-01,B190025,LOC-STOCK-04,2,2026-06-27T10:28:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000164,SCAN-T2-01,receipt_scan,05007151820377,INV-IMPL-GLENOID_BASE_COMPONENT,Glenoid Base Component,LOT-IMPL-GLENOID_BASE_COMPONENT-02,B282237,LOC-STOCK-02,-2,2026-06-28T00:57:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000165,SCAN-T2-01,stock_count,05062914865281,INV-IMPL-HUMERAL_TRAY,Humeral Tray,LOT-IMPL-HUMERAL_TRAY-01,B801432,LOC-STOCK-01,1,2026-07-07T14:09:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000166,SCAN-T1-01,issue_to_case,05014895134332,INV-DRAP-PLASTIC_U_DRAPE,Plastic U drape,LOT-DRAP-PLASTIC_U_DRAPE-02,B936433,LOC-STOCK-04,-1,2026-06-29T02:33:00+00:00,CASE-242759,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000167,SCAN-STORE-01,stock_count,05062456506098,INV-DRES-AQUACEL_AG,Aquacel Ag,LOT-DRES-AQUACEL_AG-04,B859587,LOC-STOCK-03,1,2026-06-27T23:21:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000168,SCAN-T1-01,issue_to_case,05007527354549,INV-CONS-DIATHERMY_PENCIL,Diathermy Pencil,LOT-CONS-DIATHERMY_PENCIL-03,B171734,LOC-STOCK-02,-2,2026-06-25T21:18:00+00:00,CASE-243541,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000169,SCAN-T1-01,receipt_scan,05030913075626,INV-DRES-MEPORE,Mepore,LOT-DRES-MEPORE-01,B629208,LOC-STOCK-04,-1,2026-06-30T23:37:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000170,SCAN-T1-01,transfer,05053462475107,INV-EQUI-CEMENT_VACUUM_FOOTPUMP,Cement Vacuum Footpump,LOT-EQUI-CEMENT_VACUUM_FOOTPUMP-01,B135466,LOC-STOCK-05,-3,2026-06-29T09:54:00+00:00,,Scrub Practitioner,ScanTrack Theatre Inventory
SCAN-20260708-000171,SCAN-T2-01,issue_to_case,05086131712748,INV-CONS-STERILE_GOWN,Sterile Gown,LOT-CONS-STERILE_GOWN-01,B130914,LOC-STOCK-04,1,2026-07-05T22:06:00+00:00,CASE-240262,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000172,SCAN-STORE-01,quarantine_scan,05082278248963,INV-INST-MINOR_HAND_INSTRUMENT_SET,Minor Hand Instrument Set,LOT-INST-MINOR_HAND_INSTRUMENT_SET-01,B416422,LOC-STOCK-02,-3,2026-07-03T15:04:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000173,SCAN-T1-01,receipt_scan,05062456506098,INV-DRES-AQUACEL_AG,Aquacel Ag,LOT-DRES-AQUACEL_AG-03,B926867,LOC-STOCK-05,-3,2026-07-04T04:19:00+00:00,,Stores Coordinator,ScanTrack Theatre Inventory
SCAN-20260708-000174,SCAN-T1-01,receipt_scan,05014919058651,INV-CONS-BONE_CEMENT_MIXING_BOWL_KIT,Bone Cement Mixing Bowl Kit,LOT-CONS-BONE_CEMENT_MIXING_BOWL_KIT-01,B230272,LOC-STOCK-01,-3,2026-06-30T13:21:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000175,SCAN-T2-01,transfer,05065277584161,INV-SUTU-FIBERWIRE_2,FiberWire #2,LOT-SUTU-FIBERWIRE_2-03,B859687,LOC-STOCK-01,-1,2026-06-29T00:15:00+00:00,,ODP,ScanTrack Theatre Inventory
SCAN-20260708-000176,SCAN-T1-01,issue_to_case,05045581223623,INV-DRAP-SHOULDER_SPLIT_SHEET_PACK,Shoulder Split Sheet Pack,LOT-DRAP-SHOULDER_SPLIT_SHEET_PACK-01,B282927,LOC-STOCK-05,2,2026-06-30T15:24:00+00:00,CASE-242844,Scrub Practitioner,ScanTrack Theatre Inventory
