item_id,canonical_name,item_type,clinical_category,manufacturer,supplier_id,supplier_name,catalogue_number,barcode_gtin,unit_of_measure,sterile_required,single_use,implantable,controlled_item,active_status,source_profile_count,related_procedures
INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade – Reciprocating,disposable,Power tool consumables,DePuy Synthes,SUP-DEPUY,DePuy Synthes,DIS-602690,05067365766156,box,True,True,False,True,active,1,General orthopaedic theatre
INV-DISP-DISPOSABLE_TROCAR_SET,Disposable Trocar Set,disposable,Theatre consumables,Arthrex,SUP-ARTHREX,Arthrex,DIS-921586,05052711116152,pack,True,True,False,False,active,2,Ankle Arthroscopy; General orthopaedic theatre
INV-DISP-GUIDE_WIRE,Guide Wire,disposable,Theatre consumables,Stryker,SUP-STRYKER,Stryker UK,DIS-203017,05098851656049,box,True,True,False,False,active,1,Fixation of fracture of neck of femur using intramedullary nail
INV-DISP-K_WIRE_1_6MM,K-wire 1.6mm,disposable,Theatre consumables,Arthrex,SUP-ARTHREX,Arthrex,DIS-731650,05019832731585,each,True,True,False,True,active,4,General orthopaedic theatre; MTPJ Fusion; ORIF Ankle; Thumb Carpometacarpal Joint Arthroplasty
INV-DISP-K_WIRE_2_0MM,K-wire 2.0mm,disposable,Theatre consumables,Arthrex,SUP-ARTHREX,Arthrex,DIS-265239,05093689980940,each,True,True,False,True,active,3,General orthopaedic theatre; ORIF Ankle; ORIF Tibia and Fibula
INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,disposable,Theatre consumables,Arthrex,SUP-ARTHREX,Arthrex,DIS-505247,05045502296120,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,disposable,Power tool consumables,DePuy Synthes,SUP-DEPUY,DePuy Synthes,DIS-614200,05066752545991,each,True,True,False,True,active,3,Carpal Tunnel Release; Open Achilles Tendon Repair; Percutaneous Trigger Finger Release
INV-DISP-STEINMANN_PIN_3_0MM,Steinmann Pin 3.0mm,disposable,Theatre consumables,DePuy Synthes,SUP-DEPUY,DePuy Synthes,DIS-316847,05029014767976,box,True,True,False,False,active,1,General orthopaedic theatre
INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,disposable,Theatre consumables,DePuy Synthes,SUP-DEPUY,DePuy Synthes,DIS-459987,05081561497840,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DISP-SURGICAL_PATTIES,Surgical Patties,disposable,Theatre consumables,Smith & Nephew,SUP-SN,Smith & Nephew,DIS-213773,05090034324451,each,True,True,False,False,active,1,Lumbar Laminectomy
INV-IMPL-1ST_MTP_FUSION_PLATE,1st MTP Fusion Plate,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-694980,05062268388516,each,True,True,True,True,active,1,MTPJ Fusion
INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,implant,Implants,DePuy Synthes,SUP-DEPUY,DePuy Synthes,IMP-326485,05060715969664,each,True,True,True,True,active,1,ORIF Tibia and Fibula
INV-IMPL-CPCS_STEM,CPCS Stem,implant,Implants,DePuy Synthes,SUP-DEPUY,DePuy Synthes,IMP-626119,05060529751613,each,True,True,True,True,active,1,Total Hip Replacement (Cemented)
INV-IMPL-CERAMIC_HEAD_COMPONENT,Ceramic Head Component,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-413366,05096816453521,each,True,True,True,True,active,1,Total Hip Replacement (Cemented)
INV-IMPL-COMPRESSION_SCREWS,Compression Screws,implant,Implants,DePuy Synthes,SUP-DEPUY,DePuy Synthes,IMP-830775,05088355231243,each,True,True,True,True,active,1,MTPJ Fusion
INV-IMPL-CORTICAL_SCREWS,Cortical Screws,implant,Implants,Stryker,SUP-STRYKER,Stryker UK,IMP-831196,05092127799799,each,True,True,True,True,active,1,ORIF Tibia and Fibula
INV-IMPL-DISTAL_FIBULA_PLATE_SET,Distal Fibula Plate Set,implant,Implants,Smith & Nephew,SUP-SN,Smith & Nephew,IMP-767536,05052717744905,each,True,True,True,True,active,1,ORIF Ankle
INV-IMPL-FEMORAL_COMPONENT,Femoral Component,implant,Implants,DePuy Synthes,SUP-DEPUY,DePuy Synthes,IMP-768112,05047700541199,each,True,True,True,True,active,1,Total Knee Replacement
INV-IMPL-FEMORAL_STEM_COMPONENT,Femoral Stem Component,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-103107,05079807935978,each,True,True,True,True,active,1,Total Hip Replacement (Cemented)
INV-IMPL-GLENOID_BASE_COMPONENT,Glenoid Base Component,implant,Implants,Stryker,SUP-STRYKER,Stryker UK,IMP-748674,05007151820377,each,True,True,True,True,active,1,Total Shoulder Replacement
INV-IMPL-GLENOSPHERE_COMPONENT,Glenosphere Component,implant,Implants,Stryker,SUP-STRYKER,Stryker UK,IMP-895066,05055466590515,each,True,True,True,True,active,1,Reverse Shoulder Replacement
INV-IMPL-HUMERAL_STEM_COMPONENT,Humeral Stem Component,implant,Implants,DePuy Synthes,SUP-DEPUY,DePuy Synthes,IMP-514173,05086449251925,each,True,True,True,True,active,1,Total Shoulder Replacement
INV-IMPL-HUMERAL_TRAY,Humeral Tray,implant,Implants,Smith & Nephew,SUP-SN,Smith & Nephew,IMP-241240,05062914865281,each,True,True,True,True,active,1,Reverse Shoulder Replacement
INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-938826,05085054235733,each,True,True,True,True,active,1,Fixation of fracture of neck of femur using intramedullary nail
INV-IMPL-LAG_SCREW_KIT,Lag Screw Kit,implant,Implants,Stryker,SUP-STRYKER,Stryker UK,IMP-633470,05021418880592,each,True,True,True,True,active,1,Fixation of fracture of neck of femur using intramedullary nail
INV-IMPL-MALLEOLAR_SCREWS,Malleolar Screws,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-751256,05022292706537,each,True,True,True,True,active,1,ORIF Ankle
INV-IMPL-POLYETHYLENE_INSERT,Polyethylene Insert,implant,Implants,Smith & Nephew,SUP-SN,Smith & Nephew,IMP-994358,05073834735977,each,True,True,True,True,active,1,Total Knee Replacement
INV-IMPL-R3_ACETABULAR_CUP_COMPONENT,R3 Acetabular Cup Component,implant,Implants,Smith & Nephew,SUP-SN,Smith & Nephew,IMP-739782,05068862392407,each,True,True,True,True,active,1,Total Hip Replacement (Cemented)
INV-IMPL-SUTURETAPE_ANCHORS,SutureTape Anchors,implant,Implants,Smith & Nephew,SUP-SN,Smith & Nephew,IMP-319009,05081814124782,each,True,True,True,True,active,1,Arthroscopic Rotator Cuff Repair
INV-IMPL-SWIVELOCK_ANCHORS,SwiveLock Anchors,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-576685,05013750606853,each,True,True,True,True,active,1,Arthroscopic Rotator Cuff Repair
INV-IMPL-TENODESIS_SCREW,Tenodesis Screw,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-320487,05015305152204,each,True,True,True,True,active,1,Arthroscopic Biceps Tenodesis
INV-IMPL-TIBIAL_BASEPLATE,Tibial Baseplate,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-835265,05027790104328,each,True,True,True,True,active,1,Total Knee Replacement
INV-IMPL-TRAPEZIATOME_SPACER,Trapeziatome Spacer,implant,Implants,Arthrex,SUP-ARTHREX,Arthrex,IMP-747591,05014341036971,each,True,True,True,True,active,1,Thumb Carpometacarpal Joint Arthroplasty
INV-SUTU-CLIPS,Clips,suture,Sutures,NHS Supply Chain,SUP-NHS-SUPPLY,NHS Supply Chain,SUT-956961,05079808932460,box,True,True,False,False,active,1,Fixation of fracture of neck of femur using intramedullary nail
INV-SUTU-ETHIBOND_EXCEL_2,Ethibond Excel #2,suture,Sutures,Ethicon,SUP-SN,Smith & Nephew,SUT-806562,05096218518888,box,True,True,False,False,active,3,General orthopaedic theatre; Reverse Shoulder Replacement; Total Shoulder Replacement
INV-SUTU-ETHIBOND_EXCEL_5,Ethibond Excel #5,suture,Sutures,NHS Supply Chain,SUP-NHS-SUPPLY,NHS Supply Chain,SUT-924162,05067065405153,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-ETHILON_3_0,Ethilon 3-0,suture,Sutures,NHS Supply Chain,SUP-NHS-SUPPLY,NHS Supply Chain,SUT-994297,05095205852772,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-ETHILON_4_0,Ethilon 4-0,suture,Sutures,Unisurge,SUP-UNISURGE,Unisurge,SUT-889284,05017043030548,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-FIBERTAPE_2MM,FiberTape 2mm,suture,Sutures,Molnlycke,SUP-UNISURGE,Unisurge,SUT-133813,05040345054156,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-FIBERWIRE_2,FiberWire #2,suture,Sutures,Molnlycke,SUP-UNISURGE,Unisurge,SUT-455452,05065277584161,box,True,True,False,False,active,3,Arthroscopic Biceps Tenodesis; Arthroscopic Rotator Cuff Repair; General orthopaedic theatre
INV-SUTU-FIBERWIRE_5,FiberWire #5,suture,Sutures,Molnlycke,SUP-ARTHREX,Arthrex,SUT-887676,05084511544796,box,True,True,False,False,active,2,General orthopaedic theatre; Open Achilles Tendon Repair
INV-SUTU-MONOCRYL_3_0,Monocryl 3-0,suture,Sutures,Unisurge,SUP-UNISURGE,Unisurge,SUT-491334,05075705964016,box,True,True,False,False,active,7,General orthopaedic theatre; Lumbar Laminectomy; Reverse Shoulder Replacement; Spinal Microdiscectomy; Total Hip Replacement (Cemented); Total Knee Replacement; Total Shoulder Replacement
INV-SUTU-MONOCRYL_4_0,Monocryl 4-0,suture,Sutures,Ethicon,SUP-ARTHREX,Arthrex,SUT-698312,05002970213556,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-MONOCRYL_5_0,Monocryl 5-0,suture,Sutures,NHS Supply Chain,SUP-NHS-SUPPLY,NHS Supply Chain,SUT-365867,05092755719285,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-NYLON_3_0,Nylon 3-0,suture,Sutures,Molnlycke,SUP-ZIMMER,Zimmer Biomet,SUT-566420,05043102786814,box,True,True,False,False,active,5,Ankle Arthroscopy; MTPJ Fusion; ORIF Ankle; ORIF Tibia and Fibula; Open Achilles Tendon Repair
INV-SUTU-NYLON_4_0,Nylon 4-0,suture,Sutures,Ethicon,SUP-UNISURGE,Unisurge,SUT-765664,05039473121727,box,True,True,False,False,active,3,Carpal Tunnel Release; Percutaneous Trigger Finger Release; Thumb Carpometacarpal Joint Arthroplasty
INV-SUTU-PDS_II_0,PDS II 0,suture,Sutures,NHS Supply Chain,SUP-NHS-SUPPLY,NHS Supply Chain,SUT-820698,05055188442258,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-PDS_II_1,PDS II 1,suture,Sutures,Unisurge,SUP-UNISURGE,Unisurge,SUT-456828,05013237058957,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-PDS_II_2_0,PDS II 2-0,suture,Sutures,Unisurge,SUP-UNISURGE,Unisurge,SUT-498087,05091146786691,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-PROLENE_3_0,Prolene 3-0,suture,Sutures,Unisurge,SUP-UNISURGE,Unisurge,SUT-582540,05051778528922,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-PROLENE_4_0,Prolene 4-0,suture,Sutures,Molnlycke,SUP-STRYKER,Stryker UK,SUT-425320,05018242253584,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,suture,Sutures,NHS Supply Chain,SUP-NHS-SUPPLY,NHS Supply Chain,SUT-166801,05043842498182,box,True,True,False,False,active,3,Arthroscopic Biceps Tenodesis; Arthroscopic Rotator Cuff Repair; General orthopaedic theatre
INV-SUTU-TI_CRON_2,Ti-Cron #2,suture,Sutures,Unisurge,SUP-UNISURGE,Unisurge,SUT-633543,05029959001094,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-TIGERWIRE_2,TigerWire #2,suture,Sutures,Unisurge,SUP-UNISURGE,Unisurge,SUT-576020,05096907844736,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-VICRYL_0,Vicryl 0,suture,Sutures,Ethicon,SUP-UNISURGE,Unisurge,SUT-338007,05010276773592,box,True,True,False,False,active,1,General orthopaedic theatre
INV-SUTU-VICRYL_1,Vicryl 1,suture,Sutures,Ethicon,SUP-ZIMMER,Zimmer Biomet,SUT-255326,05056258815371,box,True,True,False,False,active,6,Fixation of fracture of neck of femur using intramedullary nail; General orthopaedic theatre; Lumbar Laminectomy; ORIF Tibia and Fibula; Total Hip Replacement (Cemented); Total Knee Replacement
INV-SUTU-VICRYL_2_0,Vicryl 2-0,suture,Sutures,Ethicon,SUP-UNISURGE,Unisurge,SUT-478642,05032104696325,box,True,True,False,False,active,13,Fixation of fracture of neck of femur using intramedullary nail; General orthopaedic theatre; Lumbar Laminectomy; MTPJ Fusion; ORIF Ankle; ORIF Tibia and Fibula; Open Achilles Tendon Repair; Reverse Shoulder Replacement; Spinal Microdiscectomy; Thumb Carpometacarpal Joint Arthroplasty; Total Hip Replacement (Cemented); Total Knee Replacement; Total Shoulder Replacement
INV-SUTU-VICRYL_3_0,Vicryl 3-0,suture,Sutures,Ethicon,SUP-SN,Smith & Nephew,SUT-593837,05027877470168,box,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-ADAPTIC,Adaptic,dressing,Dressings,Molnlycke,SUP-SN,Smith & Nephew,DRE-897387,05039500479748,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-AQUACEL_AG,Aquacel Ag,dressing,Dressings,NHS Supply Chain,SUP-NHS-SUPPLY,NHS Supply Chain,DRE-388006,05062456506098,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-AQUACEL_SURGICAL,Aquacel Surgical,dressing,Dressings,Ethicon,SUP-MEDTRONIC,Medtronic,DRE-896013,05016878499121,box,True,True,False,False,active,4,Fixation of fracture of neck of femur using intramedullary nail; General orthopaedic theatre; Total Hip Replacement (Cemented); Total Knee Replacement
INV-DRES-CREPE_BANDAGE,Crepe Bandage,dressing,Dressings,Ethicon,SUP-ZIMMER,Zimmer Biomet,DRE-531687,05085239868000,each,True,True,False,False,active,4,Carpal Tunnel Release; General orthopaedic theatre; Percutaneous Trigger Finger Release; Thumb Carpometacarpal Joint Arthroplasty
INV-DRES-JELONET,Jelonet,dressing,Dressings,Ethicon,SUP-UNISURGE,Unisurge,DRE-508811,05087298259526,pack,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-MELOLIN,Melolin,dressing,Dressings,Ethicon,SUP-ZIMMER,Zimmer Biomet,DRE-910266,05088879470551,box,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-MEPITEL,Mepitel,dressing,Dressings,Ethicon,SUP-STRYKER,Stryker UK,DRE-864355,05097499309728,pack,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-MEPORE,Mepore,dressing,Dressings,Molnlycke,SUP-ARTHREX,Arthrex,DRE-133664,05030913075626,pack,True,True,False,False,active,11,Ankle Arthroscopy; Carpal Tunnel Release; General orthopaedic theatre; MTPJ Fusion; ORIF Ankle; ORIF Tibia and Fibula; Open Achilles Tendon Repair; Percutaneous Trigger Finger Release; Reverse Shoulder Replacement; Thumb Carpometacarpal Joint Arthroplasty; Total Shoulder Replacement
INV-DRES-OPSITE_FLEXIFIX,Opsite Flexifix,dressing,Dressings,Unisurge,SUP-UNISURGE,Unisurge,DRE-794110,05068970283857,pack,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-OPSITE_POST_OP,Opsite Post-Op,dressing,Dressings,Molnlycke,SUP-ZIMMER,Zimmer Biomet,DRE-764106,05027858549733,box,True,True,False,False,active,5,Arthroscopic Biceps Tenodesis; Arthroscopic Rotator Cuff Repair; General orthopaedic theatre; Lumbar Laminectomy; Spinal Microdiscectomy
INV-DRES-PRIMAPORE,Primapore,dressing,Dressings,Ethicon,SUP-SN,Smith & Nephew,DRE-920218,05044375758441,pack,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,dressing,Dressings,Molnlycke,SUP-NHS-SUPPLY,NHS Supply Chain,DRE-718184,05052404157473,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-STERI_STRIPS_6MM,Steri-Strips 6mm,dressing,Dressings,Ethicon,SUP-MEDTRONIC,Medtronic,DRE-546584,05021993308330,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-TEGADERM_FOAM,Tegaderm Foam,dressing,Dressings,Molnlycke,SUP-ZIMMER,Zimmer Biomet,DRE-550009,05071208267734,box,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-TUBIGRIP_SIZE_B,Tubigrip Size B,dressing,Dressings,Ethicon,SUP-STRYKER,Stryker UK,DRE-731072,05019380262067,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,dressing,Dressings,Ethicon,SUP-STRYKER,Stryker UK,DRE-581494,05004991547887,each,True,True,False,False,active,1,General orthopaedic theatre
INV-DRES-WOOL_AND_CREPE,Wool and Crepe,dressing,Dressings,Molnlycke,SUP-MEDTRONIC,Medtronic,DRE-519514,05031527420549,pack,True,True,False,False,active,7,Ankle Arthroscopy; General orthopaedic theatre; MTPJ Fusion; ORIF Ankle; ORIF Tibia and Fibula; Open Achilles Tendon Repair; Total Knee Replacement
